loan_amnt,int_rate,annual_inc,emp_length,grade,home_ownership,purpose,loan_status,issue_d
33025,19.89,140000.0,2 years,E,RENT,debt_consolidation,Charged Off,Jan-2016
19225,14.65,46511.91,5 years,C,MORTGAGE,credit_card,Fully Paid,Jul-2015
12000,14.99,55000.0,10+ years,C,MORTGAGE,car,Fully Paid,Jan-2017
26500,12.69,108000.0,10+ years,C,MORTGAGE,debt_consolidation,Current,Oct-2015
19600,9.99,46480.0,1 year,B,RENT,credit_card,Charged Off,Nov-2015
11200,8.24,54000.0,3 years,B,OWN,credit_card,Charged Off,Mar-2017
10000,14.47,16000.0,,C,RENT,debt_consolidation,Current,Nov-2018
35000,19.03,200000.0,6 years,E,RENT,debt_consolidation,Fully Paid,Dec-2011
19200,19.03,35000.0,< 1 year,D,RENT,credit_card,Current,Jan-2018
2400,18.92,40000.0,4 years,D,OWN,car,Fully Paid,Apr-2014
15150,17.99,60000.0,10+ years,D,MORTGAGE,debt_consolidation,Fully Paid,Dec-2016
12375,7.9,53124.0,,A,MORTGAGE,debt_consolidation,Fully Paid,Jul-2013
21000,13.05,93000.0,10+ years,B,RENT,debt_consolidation,Fully Paid,Jul-2013
3000,11.44,16000.0,,B,MORTGAGE,credit_card,Current,Feb-2017
20000,21.85,125750.0,1 year,D,MORTGAGE,debt_consolidation,Current,Mar-2018
30000,6.46,92000.0,5 years,A,RENT,debt_consolidation,Current,Nov-2018
20000,6.49,53000.0,3 years,A,MORTGAGE,credit_card,Current,Feb-2016
7000,13.58,70000.0,8 years,C,RENT,credit_card,Current,Mar-2018
20000,7.96,167000.0,10+ years,A,MORTGAGE,other,Charged Off,Mar-2018
12000,11.48,95000.0,8 years,B,RENT,credit_card,Fully Paid,Jan-2016
21000,6.99,82000.0,2 years,A,OWN,debt_consolidation,Current,Jul-2016
40000,16.14,100000.0,10+ years,C,RENT,debt_consolidation,Current,Jul-2018
35000,20.99,90000.0,10+ years,E,MORTGAGE,debt_consolidation,Fully Paid,Jun-2016
12000,6.11,30000.0,< 1 year,A,RENT,debt_consolidation,Current,Oct-2018
4000,15.02,42000.0,< 1 year,C,RENT,other,Current,Dec-2018
12000,7.96,52000.0,10+ years,A,MORTGAGE,debt_consolidation,Current,Mar-2018
11200,11.48,60000.0,4 years,B,MORTGAGE,credit_card,Fully Paid,Dec-2015
22000,6.83,55000.0,10+ years,A,MORTGAGE,credit_card,Current,Jun-2018
10800,8.9,57000.0,,A,OWN,credit_card,Fully Paid,Apr-2014
10000,14.99,160000.0,10+ years,C,MORTGAGE,other,Fully Paid,Nov-2016
29400,16.59,70000.0,2 years,D,RENT,credit_card,Charged Off,Feb-2016
14400,12.35,100000.0,< 1 year,B,RENT,debt_consolidation,Charged Off,Jul-2013
35000,19.19,120000.0,1 year,E,MORTGAGE,debt_consolidation,Fully Paid,Jul-2015
12000,12.61,131000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Feb-2018
10000,11.99,52000.0,2 years,B,MORTGAGE,debt_consolidation,Fully Paid,Jan-2015
32000,7.99,200000.0,7 years,A,RENT,debt_consolidation,Current,Mar-2017
20800,14.99,70000.0,1 year,C,MORTGAGE,debt_consolidation,Fully Paid,Mar-2017
8000,14.49,172000.0,8 years,C,MORTGAGE,debt_consolidation,Fully Paid,Jul-2016
15600,9.93,81120.0,< 1 year,B,MORTGAGE,debt_consolidation,Current,Jul-2017
1200,9.93,54000.0,4 years,B,MORTGAGE,credit_card,Current,Feb-2018
20000,13.59,31000.0,10+ years,C,OWN,home_improvement,Current,Jan-2018
14075,17.86,45000.0,8 years,D,RENT,debt_consolidation,Charged Off,Jan-2015
18000,6.71,52000.0,10+ years,A,MORTGAGE,debt_consolidation,Fully Paid,Apr-2018
14000,15.99,80000.0,10+ years,C,RENT,debt_consolidation,Charged Off,Jan-2017
30000,14.99,124660.0,6 years,C,MORTGAGE,debt_consolidation,Current,Dec-2016
7000,19.99,22000.0,3 years,E,OWN,home_improvement,Fully Paid,Mar-2014
12500,18.06,93000.0,4 years,D,RENT,debt_consolidation,Current,Jan-2018
4000,11.98,44000.0,10+ years,B,RENT,debt_consolidation,Fully Paid,Mar-2018
6400,10.74,180000.0,2 years,B,MORTGAGE,debt_consolidation,Fully Paid,Jun-2012
21000,12.29,128743.72,4 years,C,RENT,credit_card,Fully Paid,Feb-2015
11000,6.92,200000.0,< 1 year,A,RENT,debt_consolidation,Fully Paid,Apr-2015
10000,11.99,72000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Feb-2015
4000,7.84,35000.0,< 1 year,A,RENT,debt_consolidation,Current,Sep-2018
24000,13.56,130000.0,10+ years,C,RENT,moving,Current,Jul-2018
20000,14.99,75000.0,3 years,C,OWN,debt_consolidation,Fully Paid,Nov-2016
6000,10.91,20000.0,10+ years,B,RENT,credit_card,Current,Dec-2017
11625,17.57,36400.0,6 years,D,MORTGAGE,debt_consolidation,Charged Off,Jun-2014
40000,6.07,115000.0,9 years,A,MORTGAGE,small_business,Fully Paid,Apr-2018
12000,12.13,70000.0,10+ years,B,OWN,home_improvement,Current,May-2018
9000,17.77,37000.0,4 years,D,OWN,debt_consolidation,Charged Off,May-2013
20000,12.99,90000.0,5 years,C,RENT,debt_consolidation,Current,May-2016
8000,11.44,42000.0,< 1 year,B,RENT,debt_consolidation,Fully Paid,Jan-2015
15000,14.64,60496.0,3 years,C,RENT,debt_consolidation,Current,Mar-2014
16000,6.67,128000.0,9 years,A,MORTGAGE,credit_card,Current,Nov-2018
2300,6.62,171000.0,10+ years,A,MORTGAGE,major_purchase,Fully Paid,Apr-2013
5000,14.47,27000.0,10+ years,C,MORTGAGE,credit_card,Charged Off,Feb-2014
20000,8.39,275000.0,4 years,B,RENT,debt_consolidation,Current,Mar-2016
30000,17.57,76000.0,2 years,D,MORTGAGE,debt_consolidation,Fully Paid,Oct-2015
15000,9.99,96000.0,2 years,B,RENT,debt_consolidation,Fully Paid,Nov-2015
4000,13.67,93000.0,10+ years,B,MORTGAGE,other,Fully Paid,Jun-2012
1850,14.64,53000.0,10+ years,C,RENT,debt_consolidation,Fully Paid,Apr-2014
9200,7.9,53000.0,10+ years,A,RENT,debt_consolidation,Fully Paid,Sep-2013
19850,17.57,52000.0,10+ years,D,MORTGAGE,debt_consolidation,Charged Off,Oct-2015
18000,6.11,88700.0,10+ years,A,MORTGAGE,credit_card,Current,Aug-2018
16000,12.99,127336.5,< 1 year,C,RENT,credit_card,Fully Paid,Jan-2015
16000,8.9,50000.0,4 years,A,MORTGAGE,debt_consolidation,Fully Paid,Sep-2011
4000,11.99,74880.0,3 years,B,RENT,other,Fully Paid,Dec-2014
5000,14.65,95000.0,10+ years,C,RENT,other,Fully Paid,Jun-2015
10000,7.21,50000.0,,A,RENT,credit_card,Current,Aug-2018
7000,11.99,35000.0,3 years,C,OWN,debt_consolidation,Fully Paid,Mar-2016
15800,25.11,75000.0,6 years,F,RENT,house,Current,May-2016
10000,6.07,190000.0,2 years,A,MORTGAGE,home_improvement,Fully Paid,Apr-2018
22675,9.49,53532.0,10+ years,B,OWN,credit_card,Charged Off,Aug-2016
15000,12.99,38000.0,2 years,B,RENT,credit_card,Fully Paid,Oct-2013
5000,10.07,20000.0,,B,OWN,credit_card,Current,Jun-2018
20000,6.03,110000.0,8 years,A,RENT,credit_card,Fully Paid,Jan-2014
10000,12.12,80000.0,10+ years,B,RENT,debt_consolidation,Fully Paid,Jan-2013
7200,15.99,73000.0,10+ years,C,MORTGAGE,credit_card,Current,Jan-2017
30000,12.74,90000.0,10+ years,C,RENT,debt_consolidation,Charged Off,Nov-2016
3000,10.99,120000.0,10+ years,B,MORTGAGE,home_improvement,Fully Paid,Jun-2015
13000,9.99,30000.0,9 years,B,RENT,debt_consolidation,Fully Paid,Mar-2015
12600,13.98,52000.0,< 1 year,C,MORTGAGE,home_improvement,Current,Nov-2014
9600,11.8,38372.0,10+ years,B,RENT,debt_consolidation,Current,Dec-2018
30000,18.45,60000.0,,D,MORTGAGE,medical,Current,Mar-2018
8400,7.97,33000.0,1 year,A,RENT,debt_consolidation,Fully Paid,Aug-2017
19200,6.39,125000.0,10+ years,A,MORTGAGE,debt_consolidation,Fully Paid,Feb-2015
10775,10.99,55000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Sep-2015
24000,12.73,65000.0,9 years,B,RENT,debt_consolidation,Current,Jul-2018
13000,6.89,110000.0,10+ years,A,MORTGAGE,debt_consolidation,Fully Paid,Aug-2015
20000,11.11,84000.0,10+ years,B,RENT,debt_consolidation,Fully Paid,Feb-2011
2000,9.44,150000.0,10+ years,B,RENT,home_improvement,Current,Nov-2017
10000,13.49,350000.0,8 years,C,MORTGAGE,credit_card,Current,Mar-2017
20850,17.57,52150.0,,D,MORTGAGE,debt_consolidation,Charged Off,Dec-2015
25000,14.99,95000.0,9 years,C,OWN,debt_consolidation,Fully Paid,Dec-2014
12025,14.99,37000.0,8 years,C,OWN,debt_consolidation,Charged Off,Oct-2014
10000,21.85,39000.0,5 years,D,RENT,credit_card,Current,May-2018
19600,6.97,65000.0,< 1 year,A,MORTGAGE,credit_card,Fully Paid,Feb-2016
22000,7.96,90000.0,< 1 year,A,MORTGAGE,credit_card,Current,May-2018
11400,13.18,72000.0,7 years,C,MORTGAGE,home_improvement,Current,Dec-2015
24000,13.59,45000.0,,C,MORTGAGE,major_purchase,Current,Sep-2017
18975,14.08,135000.0,10+ years,C,MORTGAGE,debt_consolidation,Current,Oct-2017
13000,9.44,48000.0,2 years,B,MORTGAGE,credit_card,Current,Aug-2017
3500,8.59,37000.0,2 years,A,OWN,vacation,Fully Paid,Aug-2016
6000,8.24,61000.0,2 years,B,RENT,credit_card,Fully Paid,Apr-2017
8825,11.44,45000.0,,B,OWN,credit_card,Fully Paid,Jan-2015
11200,11.47,252000.0,2 years,B,MORTGAGE,debt_consolidation,Fully Paid,Feb-2016
10000,13.49,68000.0,,C,OWN,home_improvement,Fully Paid,Nov-2016
11200,16.55,49500.0,1 year,D,RENT,debt_consolidation,Current,Nov-2015
18000,16.29,75000.0,2 years,D,MORTGAGE,home_improvement,Current,Jun-2016
12000,7.35,125400.0,10+ years,A,MORTGAGE,home_improvement,Current,Sep-2017
35000,13.33,80000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Oct-2015
5000,10.72,33150.0,10+ years,B,MORTGAGE,debt_consolidation,Current,Dec-2018
20000,17.09,65000.0,3 years,D,RENT,debt_consolidation,Fully Paid,Oct-2017
12000,13.59,44000.0,1 year,C,MORTGAGE,home_improvement,In Grace Period,Jun-2017
28000,15.31,140000.0,10+ years,C,MORTGAGE,credit_card,Fully Paid,Feb-2013
12150,10.99,75510.0,< 1 year,B,RENT,debt_consolidation,Fully Paid,Aug-2015
40000,7.35,10500.0,,A,OWN,debt_consolidation,Current,Feb-2018
12000,19.99,41000.0,< 1 year,D,RENT,debt_consolidation,Current,Nov-2016
4000,14.99,169000.0,10+ years,C,RENT,credit_card,Current,Nov-2016
9000,5.32,45000.0,10+ years,A,MORTGAGE,medical,Current,Jul-2017
19500,7.62,55000.0,10+ years,A,OWN,debt_consolidation,Fully Paid,May-2013
10000,13.99,42493.0,2 years,C,RENT,debt_consolidation,Fully Paid,Feb-2017
5600,13.59,93000.0,10+ years,C,MORTGAGE,credit_card,Current,Jan-2018
4000,13.98,53680.2,,C,RENT,medical,Fully Paid,Sep-2014
28000,7.89,75000.0,7 years,A,MORTGAGE,home_improvement,Fully Paid,Aug-2015
20400,22.45,59081.0,2 years,E,RENT,credit_card,Current,Feb-2016
20000,10.42,70000.0,10+ years,B,MORTGAGE,debt_consolidation,Current,Feb-2018
10500,10.9,96000.0,8 years,B,RENT,credit_card,Current,Apr-2018
26575,9.99,135000.0,1 year,B,MORTGAGE,debt_consolidation,Fully Paid,Nov-2015
14000,14.65,103000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Feb-2015
35000,17.97,65742.0,4 years,D,MORTGAGE,debt_consolidation,Current,Oct-2018
10000,11.05,50000.0,,B,RENT,other,In Grace Period,May-2018
20000,6.49,78000.0,2 years,A,RENT,debt_consolidation,Fully Paid,Jan-2016
8000,7.62,42000.0,,A,MORTGAGE,other,Charged Off,Nov-2012
12500,8.24,65000.0,2 years,B,MORTGAGE,debt_consolidation,Current,May-2017
4000,17.99,68000.0,10+ years,D,MORTGAGE,other,Current,Dec-2016
4000,13.53,90000.0,10+ years,B,MORTGAGE,home_improvement,Charged Off,Dec-2013
19950,13.99,40580.0,,C,MORTGAGE,debt_consolidation,Fully Paid,Jun-2016
9000,9.75,30000.0,5 years,B,RENT,credit_card,Current,Mar-2016
6000,12.74,50000.0,2 years,C,RENT,debt_consolidation,Current,Nov-2016
4000,11.55,59000.0,10+ years,B,MORTGAGE,debt_consolidation,Current,Sep-2018
6325,18.55,40000.0,10+ years,E,RENT,other,Fully Paid,Sep-2015
24500,16.14,31500.0,< 1 year,C,RENT,debt_consolidation,Fully Paid,Aug-2018
35000,9.17,77000.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Jan-2016
11200,15.61,79200.0,3 years,D,MORTGAGE,credit_card,Charged Off,Sep-2014
17400,10.99,96000.0,4 years,B,MORTGAGE,debt_consolidation,Current,Aug-2015
7200,10.49,96300.0,4 years,B,MORTGAGE,debt_consolidation,Fully Paid,Jul-2016
8000,11.47,100000.0,< 1 year,B,RENT,debt_consolidation,Current,Feb-2016
31225,20.75,71000.0,6 years,E,RENT,debt_consolidation,Fully Paid,Feb-2016
12000,7.99,47000.0,1 year,A,RENT,credit_card,Current,Dec-2016
10850,19.99,30200.0,2 years,E,RENT,debt_consolidation,Charged Off,May-2015
4750,12.29,38000.0,5 years,C,OWN,debt_consolidation,Fully Paid,Apr-2015
21550,25.8,50000.0,10+ years,G,MORTGAGE,home_improvement,Charged Off,Nov-2014
4000,10.99,55000.0,1 year,B,RENT,debt_consolidation,Fully Paid,Mar-2014
10000,11.53,80000.0,10+ years,B,MORTGAGE,home_improvement,Fully Paid,Jul-2015
9000,14.64,38000.0,4 years,C,RENT,debt_consolidation,Fully Paid,Mar-2014
6000,5.42,55000.0,10+ years,A,RENT,debt_consolidation,Fully Paid,Jan-2011
11000,12.69,25000.0,8 years,C,MORTGAGE,debt_consolidation,Charged Off,May-2015
20000,10.78,104150.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Jan-2016
15000,11.53,64902.0,,B,MORTGAGE,debt_consolidation,Fully Paid,Oct-2015
15000,5.32,82000.0,3 years,A,MORTGAGE,debt_consolidation,Fully Paid,Nov-2015
20000,11.26,163900.0,10+ years,B,MORTGAGE,small_business,Charged Off,Dec-2008
10200,13.99,60000.0,5 years,C,RENT,debt_consolidation,Current,Jan-2016
6000,12.62,44000.0,< 1 year,C,RENT,debt_consolidation,Current,Sep-2017
16000,14.49,50000.0,10+ years,C,OWN,debt_consolidation,Current,Aug-2016
8000,12.69,55000.0,10+ years,C,RENT,credit_card,Fully Paid,Apr-2015
20500,9.16,60000.0,10+ years,B,MORTGAGE,credit_card,Fully Paid,Mar-2016
15000,14.49,65000.0,9 years,C,MORTGAGE,home_improvement,Charged Off,Jul-2016
19200,25.49,31000.0,< 1 year,E,OWN,credit_card,Current,Apr-2017
12225,14.99,52000.0,3 years,C,RENT,debt_consolidation,Charged Off,Jan-2015
7000,11.99,85000.0,8 years,B,MORTGAGE,debt_consolidation,Fully Paid,Mar-2014
30000,11.99,120000.0,10+ years,B,RENT,debt_consolidation,Fully Paid,Feb-2014
14700,14.38,59000.0,10+ years,E,MORTGAGE,credit_card,Does not meet the credit policy. Status:Charged Off,Nov-2007
5500,12.74,33000.0,< 1 year,C,RENT,debt_consolidation,Current,Mar-2017
15000,19.03,65000.0,10+ years,D,MORTGAGE,debt_consolidation,Current,Aug-2017
22000,11.55,55000.0,< 1 year,B,RENT,debt_consolidation,Current,Nov-2018
1000,13.56,52892.0,10+ years,C,RENT,medical,Fully Paid,Dec-2018
17000,8.24,61500.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,Dec-2016
5000,12.99,74100.0,10+ years,C,MORTGAGE,home_improvement,Fully Paid,Oct-2014
20000,12.29,59000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Mar-2015
2850,14.99,51000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Jun-2014
6000,11.99,75000.0,5 years,B,MORTGAGE,debt_consolidation,Current,Aug-2017
10000,17.97,45000.0,10+ years,D,OWN,debt_consolidation,Current,Oct-2018
19200,26.3,56500.0,2 years,E,RENT,debt_consolidation,Current,Aug-2017
15000,7.97,53000.0,10+ years,A,RENT,debt_consolidation,Current,Jun-2017
28000,7.89,123000.0,9 years,A,RENT,major_purchase,Fully Paid,Dec-2015
15050,16.99,63000.0,7 years,D,MORTGAGE,debt_consolidation,Current,Feb-2015
22400,12.69,168000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Mar-2015
15000,16.14,60000.0,8 years,C,MORTGAGE,home_improvement,Current,Jul-2018
12000,19.99,44201.0,5 years,D,MORTGAGE,debt_consolidation,Fully Paid,Aug-2016
18000,7.96,45900.0,,A,RENT,credit_card,Current,May-2018
11975,9.99,35000.0,5 years,B,MORTGAGE,debt_consolidation,Fully Paid,Oct-2015
10000,14.07,36400.0,5 years,C,OWN,debt_consolidation,Current,May-2018
16100,19.03,71500.0,10+ years,D,MORTGAGE,debt_consolidation,Fully Paid,Jul-2017
15000,6.24,165000.0,2 years,A,MORTGAGE,debt_consolidation,Fully Paid,Aug-2015
24000,21.85,37232.0,10+ years,D,RENT,other,Fully Paid,Mar-2018
24000,21.99,86700.0,4 years,F,RENT,debt_consolidation,Current,Sep-2015
22000,13.33,108000.0,10+ years,C,MORTGAGE,credit_card,Current,Feb-2015
35000,17.57,84500.0,9 years,D,MORTGAGE,debt_consolidation,Current,Aug-2015
10000,10.49,79863.0,10+ years,B,MORTGAGE,debt_consolidation,Current,Mar-2017
25000,14.16,154693.0,9 years,C,MORTGAGE,credit_card,Current,Feb-2014
15125,11.31,160000.0,10+ years,B,MORTGAGE,home_improvement,Current,Nov-2018
35000,11.67,180000.0,7 years,B,MORTGAGE,credit_card,Fully Paid,Jun-2014
9775,12.69,40000.0,1 year,C,MORTGAGE,debt_consolidation,Fully Paid,May-2015
11200,8.81,105000.0,10+ years,A,MORTGAGE,home_improvement,Current,Nov-2018
7000,9.75,42500.0,10+ years,B,OWN,debt_consolidation,Fully Paid,Mar-2016
5000,6.03,28800.0,3 years,A,RENT,other,Fully Paid,Jan-2012
5000,7.21,65000.0,3 years,A,MORTGAGE,home_improvement,Current,Jun-2017
8000,13.59,50000.0,3 years,C,OWN,debt_consolidation,Current,Feb-2018
5000,15.61,50000.0,6 years,D,RENT,credit_card,Fully Paid,Jun-2014
12000,7.89,65000.0,5 years,A,RENT,debt_consolidation,Fully Paid,Oct-2015
30000,11.49,115000.0,10+ years,B,MORTGAGE,home_improvement,Fully Paid,Apr-2017
17050,21.98,53864.0,,E,RENT,credit_card,Charged Off,Jun-2013
8000,11.55,15000.0,5 years,B,RENT,debt_consolidation,Current,Oct-2018
18000,10.99,75000.0,< 1 year,B,RENT,debt_consolidation,Current,Oct-2015
15000,9.17,50000.0,5 years,B,MORTGAGE,debt_consolidation,Fully Paid,May-2015
15000,10.99,43000.0,6 years,B,RENT,debt_consolidation,Charged Off,Jul-2016
14600,13.66,59711.0,5 years,C,RENT,credit_card,Fully Paid,Nov-2014
5000,10.75,26100.0,10+ years,B,RENT,major_purchase,Fully Paid,Jun-2010
15000,14.08,150000.0,2 years,C,RENT,debt_consolidation,Fully Paid,Nov-2017
28000,11.31,70000.0,2 years,B,MORTGAGE,credit_card,Current,Dec-2018
20500,7.84,129900.0,10+ years,A,RENT,credit_card,Current,Aug-2018
1200,8.24,41000.0,10+ years,B,MORTGAGE,debt_consolidation,Current,Feb-2017
25000,20.39,65000.0,10+ years,D,RENT,debt_consolidation,Current,Jun-2018
8000,9.44,82000.0,10+ years,B,OWN,debt_consolidation,Current,Jun-2017
10000,9.93,65000.0,10+ years,B,RENT,moving,Fully Paid,Feb-2018
4000,11.55,65000.0,5 years,B,RENT,debt_consolidation,Fully Paid,Aug-2018
32625,16.55,130000.0,9 years,D,RENT,debt_consolidation,Fully Paid,Nov-2015
1500,14.08,32000.0,5 years,C,RENT,vacation,Fully Paid,Aug-2017
12375,18.49,56492.8,10+ years,D,RENT,debt_consolidation,Fully Paid,Apr-2013
10000,14.52,40000.0,5 years,C,OWN,debt_consolidation,Current,May-2018
8000,8.59,94000.0,,A,MORTGAGE,debt_consolidation,Fully Paid,Jul-2016
12150,18.92,55000.0,10+ years,D,RENT,debt_consolidation,Fully Paid,Apr-2014
18000,9.17,70000.0,5 years,B,MORTGAGE,credit_card,Fully Paid,Jun-2015
20000,15.59,95000.0,10+ years,C,RENT,debt_consolidation,Fully Paid,Aug-2016
10000,11.99,35000.0,3 years,B,RENT,debt_consolidation,Charged Off,May-2017
8000,12.29,170000.0,10+ years,C,MORTGAGE,medical,Fully Paid,Aug-2015
11500,19.47,65000.0,10+ years,D,MORTGAGE,debt_consolidation,Fully Paid,May-2014
10325,14.47,78000.0,4 years,C,MORTGAGE,credit_card,Current,Aug-2018
20000,9.44,120000.0,4 years,B,RENT,home_improvement,Current,Sep-2017
15000,14.11,63000.0,2 years,D,RENT,debt_consolidation,Fully Paid,May-2009
16000,12.29,55000.0,8 years,C,OWN,home_improvement,Fully Paid,Sep-2015
10000,23.88,41000.0,,E,RENT,debt_consolidation,Charged Off,Sep-2017
12800,15.99,40000.0,2 years,C,RENT,debt_consolidation,Current,Dec-2016
25500,8.19,100000.0,5 years,A,MORTGAGE,debt_consolidation,Current,Nov-2018
12000,11.67,88756.0,10+ years,B,MORTGAGE,debt_consolidation,Fully Paid,May-2014
5000,10.91,115500.0,9 years,B,MORTGAGE,home_improvement,Fully Paid,Oct-2017
6675,11.47,38000.0,10+ years,B,MORTGAGE,debt_consolidation,Current,May-2016
30000,6.11,178000.0,10+ years,A,RENT,credit_card,Current,Aug-2018
5000,6.11,90000.0,1 year,A,RENT,credit_card,Current,Oct-2018
12000,13.49,120000.0,10+ years,C,RENT,debt_consolidation,Fully Paid,Nov-2016
12800,20.99,82500.0,< 1 year,E,MORTGAGE,debt_consolidation,Charged Off,Aug-2015
3000,13.56,46000.0,< 1 year,C,MORTGAGE,home_improvement,Current,Dec-2018
20000,7.49,100000.0,10+ years,A,MORTGAGE,credit_card,Current,Nov-2016
10000,14.33,70000.0,3 years,C,RENT,home_improvement,Fully Paid,Aug-2012
12000,15.88,50000.0,7 years,C,RENT,credit_card,Charged Off,Aug-2013
4200,11.53,60000.0,9 years,B,MORTGAGE,credit_card,Charged Off,Oct-2015
14400,6.89,150000.0,7 years,A,RENT,credit_card,Fully Paid,Dec-2015
21600,9.99,61000.0,10+ years,B,RENT,debt_consolidation,Fully Paid,Oct-2015
20000,9.17,140000.0,2 years,B,MORTGAGE,debt_consolidation,Fully Paid,Dec-2015
14000,11.31,40800.0,5 years,B,MORTGAGE,credit_card,Current,Nov-2018
10000,9.17,38500.0,< 1 year,B,RENT,debt_consolidation,Charged Off,Oct-2015
34550,14.47,68000.0,10+ years,C,MORTGAGE,credit_card,Current,Nov-2018
12000,9.16,75000.0,2 years,B,RENT,credit_card,Fully Paid,Jun-2016
10000,6.11,75000.0,3 years,A,RENT,credit_card,Current,Aug-2018
20000,9.93,65000.0,2 years,B,RENT,credit_card,Current,Jul-2017
10200,12.69,75000.0,10+ years,C,MORTGAGE,debt_consolidation,Fully Paid,Sep-2015
22400,8.99,100000.0,5 years,B,MORTGAGE,debt_consolidation,Current,Sep-2016
18675,7.89,65000.0,1 year,A,RENT,credit_card,Fully Paid,Dec-2015
19200,11.49,104000.0,10+ years,B,OWN,debt_consolidation,Current,Jul-2016
10000,14.07,100000.0,4 years,C,RENT,other,Fully Paid,May-2018
15000,11.44,110000.0,10+ years,B,MORTGAGE,medical,Fully Paid,Jan-2017
20000,11.49,85000.0,7 years,B,MORTGAGE,major_purchase,Current,Jan-2017
2000,6.67,34705.08,,A,MORTGAGE,other,Current,Oct-2018
14000,6.99,50000.0,10+ years,A,MORTGAGE,debt_consolidation,Fully Paid,Mar-2017
6000,7.21,70000.0,10+ years,A,MORTGAGE,car,Current,Oct-2018
10000,10.9,65000.0,10+ years,B,RENT,debt_consolidation,Current,Mar-2018
10000,7.07,125000.0,10+ years,A,MORTGAGE,debt_consolidation,Current,Sep-2017
28000,22.9,98000.0,10+ years,E,RENT,debt_consolidation,Current,Jun-2018
1700,18.45,45000.0,1 year,D,OWN,other,Current,May-2018
7500,20.89,50000.0,10+ years,D,MORTGAGE,other,Current,Sep-2018
5000,9.75,25000.0,1 year,B,RENT,credit_card,Current,Mar-2016
12000,18.99,105000.0,10+ years,D,MORTGAGE,credit_card,Current,Apr-2017
5000,12.74,55800.0,10+ years,C,RENT,home_improvement,Fully Paid,Oct-2016
23000,14.08,115000.0,10+ years,C,MORTGAGE,other,Current,Dec-2017
4800,7.21,46600.0,,A,MORTGAGE,home_improvement,Current,Sep-2017
20000,13.59,109200.0,3 years,C,MORTGAGE,debt_consolidation,Current,Jul-2017
35000,10.07,74000.0,10+ years,B,RENT,debt_consolidation,Current,Jul-2018
4800,20.0,45000.0,5 years,D,RENT,credit_card,Current,Jul-2017
35000,15.22,150000.0,8 years,C,MORTGAGE,debt_consolidation,Fully Paid,Aug-2013
10000,13.98,40000.0,1 year,C,RENT,debt_consolidation,Charged Off,Jun-2014
21000,14.65,44000.0,2 years,C,RENT,major_purchase,Fully Paid,Apr-2015
18000,12.99,64000.0,8 years,C,MORTGAGE,debt_consolidation,Current,Apr-2016
4000,6.92,36000.0,,A,MORTGAGE,home_improvement,Fully Paid,May-2015
5050,17.77,115000.0,4 years,D,RENT,moving,Fully Paid,Apr-2013
23100,24.74,55000.0,10+ years,E,RENT,debt_consolidation,Current,Dec-2016
